"concept"	"list"	"set.number"	"response.number"	"is.held.out"
"hg18"	"L2"	17	2	TRUE
"hg18"	"L2"	17	3	TRUE
"hg18"	"L2"	17	4	TRUE
"hg18"	"L2"	17	5	TRUE
"hg18"	"L2"	18	1	TRUE
"hg18"	"L2"	19	1	TRUE
"hg18"	"L2"	19	2	TRUE
"hg18"	"L2"	20	1	TRUE
"hg18"	"L2"	20	2	TRUE
"hg18"	"L2"	21	1	TRUE
"hg18"	"L2"	21	2	TRUE
"hg18"	"L2"	22	1	TRUE
"hg18"	"L2"	22	2	TRUE
"hg18"	"L2"	22	3	TRUE
"hg18"	"L2"	22	4	TRUE
"hg18"	"L2"	23	1	TRUE
"hg18"	"L2"	24	1	TRUE
"hg18"	"L2"	25	1	TRUE
"hg18"	"L2"	25	2	TRUE
"hg18"	"L2"	25	3	TRUE
"hg18"	"L2"	25	4	TRUE
"hg19"	"L1"	1	1	FALSE
"hg19"	"L1"	1	2	FALSE
"hg19"	"L1"	1	3	FALSE
"hg19"	"L1"	2	1	FALSE
"hg19"	"L1"	2	2	FALSE
"hg19"	"L1"	2	3	FALSE
"hg19"	"L1"	2	4	FALSE
"hg19"	"L1"	2	5	FALSE
"hg19"	"L1"	3	1	FALSE
"hg19"	"L1"	3	2	FALSE
"hg19"	"L1"	4	1	FALSE
"hg19"	"L1"	4	2	FALSE
"hg19"	"L1"	4	3	FALSE
"hg19"	"L1"	4	4	FALSE
"hg19"	"L1"	4	5	FALSE
"hg19"	"L1"	5	1	FALSE
"hg19"	"L1"	6	1	FALSE
"hg19"	"L1"	6	2	FALSE
"hg19"	"L1"	6	3	FALSE
"hg19"	"L1"	6	4	FALSE
"hg19"	"L1"	7	1	FALSE
"hg19"	"L1"	7	2	FALSE
"hg19"	"L1"	7	3	FALSE
"hg19"	"L1"	7	4	FALSE
"hg19"	"L1"	7	5	FALSE
"hg19"	"L1"	8	1	FALSE
"hg19"	"L1"	8	2	FALSE
"hg19"	"L1"	8	3	FALSE
"hg19"	"L1"	8	4	FALSE
"hg19"	"L1"	8	5	FALSE
"hg19"	"L1"	9	1	FALSE
"hg19"	"L1"	9	2	FALSE
"hg19"	"L1"	9	3	FALSE
"hg19"	"L1"	9	4	FALSE
"hg19"	"L1"	9	5	FALSE
"hg19"	"L1"	10	1	FALSE
"hg19"	"L1"	10	2	FALSE
"hg19"	"L1"	10	3	FALSE
"hg19"	"L1"	11	1	FALSE
"hg19"	"L1"	11	2	FALSE
"hg19"	"L1"	11	3	FALSE
"hg19"	"L1"	11	4	FALSE
"hg19"	"L1"	12	1	FALSE
"hg19"	"L1"	12	2	FALSE
"hg19"	"L1"	13	1	FALSE
"hg19"	"L1"	13	2	FALSE
"hg19"	"L1"	13	3	FALSE
"hg19"	"L1"	14	1	FALSE
"hg19"	"L1"	14	2	FALSE
"hg19"	"L1"	14	3	FALSE
"hg19"	"L1"	14	4	FALSE
"hg19"	"L1"	15	1	FALSE
"hg19"	"L1"	16	1	FALSE
"hg19"	"L1"	16	2	FALSE
"hg19"	"L1"	16	3	FALSE
"hg19"	"L1"	16	4	FALSE
"hg19"	"L1"	17	1	FALSE
"hg19"	"L1"	17	2	FALSE
"hg19"	"L1"	17	3	FALSE
"hg19"	"L1"	18	1	FALSE
"hg19"	"L1"	19	1	FALSE
"hg19"	"L1"	19	2	FALSE
"hg19"	"L1"	19	3	FALSE
"hg19"	"L1"	19	4	FALSE
"hg19"	"L1"	20	1	FALSE
"hg19"	"L1"	21	1	FALSE
"hg19"	"L1"	22	1	FALSE
"hg19"	"L1"	22	2	FALSE
"hg19"	"L1"	22	3	FALSE
"hg19"	"L1"	22	4	FALSE
"hg19"	"L1"	22	5	FALSE
"hg19"	"L1"	23	1	FALSE
"hg19"	"L1"	23	2	FALSE
"hg19"	"L1"	24	1	FALSE
"hg19"	"L1"	24	2	FALSE
"hg19"	"L1"	24	3	FALSE
"hg19"	"L1"	24	4	FALSE
"hg19"	"L1"	24	5	FALSE
"hg19"	"L1"	25	1	FALSE
"hg19"	"L1"	25	2	FALSE
"hg19"	"L1"	25	3	FALSE
"hg19"	"L2"	1	1	TRUE
"hg19"	"L2"	1	2	TRUE
"hg19"	"L2"	1	3	TRUE
"hg19"	"L2"	2	1	TRUE
"hg19"	"L2"	3	1	TRUE
"hg19"	"L2"	4	1	TRUE
"hg19"	"L2"	4	2	TRUE
"hg19"	"L2"	5	1	TRUE
"hg19"	"L2"	5	2	TRUE
"hg19"	"L2"	5	3	TRUE
"hg19"	"L2"	5	4	TRUE
"hg19"	"L2"	5	5	TRUE
"hg19"	"L2"	6	1	TRUE
"hg19"	"L2"	6	2	TRUE
"hg19"	"L2"	7	1	TRUE
"hg19"	"L2"	7	2	TRUE
"hg19"	"L2"	7	3	TRUE
"hg19"	"L2"	7	4	TRUE
"hg19"	"L2"	7	5	TRUE
"hg19"	"L2"	8	1	TRUE
"hg19"	"L2"	8	2	TRUE
"hg19"	"L2"	9	1	TRUE
"hg19"	"L2"	9	2	TRUE
"hg19"	"L2"	10	1	TRUE
"hg19"	"L2"	10	2	TRUE
"hg19"	"L2"	10	3	TRUE
"hg19"	"L2"	10	4	TRUE
"hg19"	"L2"	11	1	TRUE
"hg19"	"L2"	11	2	TRUE
"hg19"	"L2"	11	3	TRUE
"hg19"	"L2"	11	4	TRUE
"hg19"	"L2"	12	1	TRUE
"hg19"	"L2"	12	2	TRUE
"hg19"	"L2"	13	1	TRUE
"hg19"	"L2"	14	1	TRUE
"hg19"	"L2"	14	2	TRUE
"hg19"	"L2"	14	3	TRUE
"hg19"	"L2"	14	4	TRUE
"hg19"	"L2"	15	1	TRUE
"hg19"	"L2"	16	1	TRUE
"hg19"	"L2"	16	2	TRUE
"hg19"	"L2"	17	1	TRUE
"hg19"	"L2"	17	2	TRUE
"hg19"	"L2"	17	3	TRUE
"hg19"	"L2"	17	4	TRUE
"hg19"	"L2"	17	5	TRUE
"hg19"	"L2"	18	1	TRUE
"hg19"	"L2"	18	2	TRUE
"hg19"	"L2"	18	3	TRUE
"hg19"	"L2"	18	4	TRUE
"hg19"	"L2"	19	1	TRUE
"hg19"	"L2"	19	2	TRUE
"hg19"	"L2"	19	3	TRUE
"hg19"	"L2"	19	4	TRUE
"hg19"	"L2"	19	5	TRUE
"hg19"	"L2"	20	1	TRUE
"hg19"	"L2"	20	2	TRUE
"hg19"	"L2"	21	1	TRUE
"hg19"	"L2"	21	2	TRUE
"hg19"	"L2"	21	3	TRUE
"hg19"	"L2"	22	1	TRUE
"hg19"	"L2"	22	2	TRUE
"hg19"	"L2"	22	3	TRUE
"hg19"	"L2"	22	4	TRUE
"hg19"	"L2"	22	5	TRUE
"hg19"	"L2"	23	1	TRUE
"hg19"	"L2"	23	2	TRUE
"hg19"	"L2"	24	1	TRUE
"hg19"	"L2"	24	2	TRUE
"hg19"	"L2"	24	3	TRUE
"hg19"	"L2"	25	1	TRUE
"hg19"	"L2"	25	2	TRUE
"hg20"	"L1"	1	1	FALSE
"hg20"	"L1"	1	2	FALSE
"hg20"	"L1"	1	3	FALSE
"hg20"	"L1"	2	1	FALSE
"hg20"	"L1"	2	2	FALSE
"hg20"	"L1"	2	3	FALSE
"hg20"	"L1"	2	4	FALSE
"hg20"	"L1"	3	1	FALSE
"hg20"	"L1"	3	2	FALSE
"hg20"	"L1"	4	1	FALSE
"hg20"	"L1"	5	1	FALSE
"hg20"	"L1"	5	2	FALSE
"hg20"	"L1"	5	3	FALSE
"hg20"	"L1"	5	4	FALSE
"hg20"	"L1"	5	5	FALSE
"hg20"	"L1"	6	1	FALSE
"hg20"	"L1"	6	2	FALSE
"hg20"	"L1"	7	1	FALSE
"hg20"	"L1"	7	2	FALSE
"hg20"	"L1"	7	3	FALSE
"hg20"	"L1"	7	4	FALSE
"hg20"	"L1"	8	1	FALSE
"hg20"	"L1"	8	2	FALSE
"hg20"	"L1"	8	3	FALSE
"hg20"	"L1"	8	4	FALSE
"hg20"	"L1"	9	1	FALSE
"hg20"	"L1"	9	2	FALSE
"hg20"	"L1"	9	3	FALSE
"hg20"	"L1"	10	1	FALSE
"hg20"	"L1"	10	2	FALSE
"hg20"	"L1"	10	3	FALSE
"hg20"	"L1"	10	4	FALSE
"hg20"	"L1"	11	1	FALSE
"hg20"	"L1"	11	2	FALSE
"hg20"	"L1"	11	3	FALSE
"hg20"	"L1"	11	4	FALSE
"hg20"	"L1"	11	5	FALSE
"hg20"	"L1"	12	1	FALSE
"hg20"	"L1"	13	1	FALSE
"hg20"	"L1"	13	2	FALSE
"hg20"	"L1"	13	3	FALSE
"hg20"	"L1"	13	4	FALSE
"hg20"	"L1"	13	5	FALSE
"hg20"	"L1"	14	1	FALSE
"hg20"	"L1"	15	1	FALSE
"hg20"	"L1"	16	1	FALSE
"hg20"	"L1"	16	2	FALSE
"hg20"	"L1"	17	1	FALSE
"hg20"	"L1"	17	2	FALSE
"hg20"	"L1"	18	1	FALSE
"hg20"	"L1"	18	2	FALSE
"hg20"	"L1"	18	3	FALSE
"hg20"	"L1"	18	4	FALSE
"hg20"	"L1"	18	5	FALSE
"hg20"	"L1"	19	1	FALSE
"hg20"	"L1"	19	2	FALSE
"hg20"	"L1"	20	1	FALSE
"hg20"	"L1"	21	1	FALSE
"hg20"	"L1"	21	2	FALSE
"hg20"	"L1"	22	1	FALSE
"hg20"	"L1"	23	1	FALSE
"hg20"	"L1"	23	2	FALSE
"hg20"	"L1"	23	3	FALSE
"hg20"	"L1"	24	1	FALSE
"hg20"	"L1"	24	2	FALSE
"hg20"	"L1"	24	3	FALSE
"hg20"	"L1"	25	1	FALSE
"hg20"	"L1"	25	2	FALSE
"hg20"	"L1"	25	3	FALSE
"hg20"	"L1"	25	4	FALSE
"hg20"	"L2"	1	1	TRUE
"hg20"	"L2"	1	2	TRUE
"hg20"	"L2"	1	3	TRUE
"hg20"	"L2"	1	4	TRUE
"hg20"	"L2"	1	5	TRUE
"hg20"	"L2"	2	1	TRUE
"hg20"	"L2"	2	2	TRUE
"hg20"	"L2"	3	1	TRUE
"hg20"	"L2"	4	1	TRUE
"hg20"	"L2"	5	1	TRUE
"hg20"	"L2"	5	2	TRUE
"hg20"	"L2"	5	3	TRUE
"hg20"	"L2"	5	4	TRUE
"hg20"	"L2"	5	5	TRUE
"hg20"	"L2"	6	1	TRUE
"hg20"	"L2"	6	2	TRUE
"hg20"	"L2"	6	3	TRUE
"hg20"	"L2"	6	4	TRUE
"hg20"	"L2"	6	5	TRUE
"hg20"	"L2"	7	1	TRUE
"hg20"	"L2"	8	1	TRUE
"hg20"	"L2"	9	1	TRUE
"hg20"	"L2"	10	1	TRUE
"hg20"	"L2"	10	2	TRUE
"hg20"	"L2"	11	1	TRUE
"hg20"	"L2"	11	2	TRUE
"hg20"	"L2"	11	3	TRUE
"hg20"	"L2"	12	1	TRUE
"hg20"	"L2"	12	2	TRUE
"hg20"	"L2"	13	1	TRUE
"hg20"	"L2"	13	2	TRUE
"hg20"	"L2"	14	1	TRUE
"hg20"	"L2"	14	2	TRUE
"hg20"	"L2"	14	3	TRUE
"hg20"	"L2"	15	1	TRUE
"hg20"	"L2"	15	2	TRUE
"hg20"	"L2"	15	3	TRUE
"hg20"	"L2"	16	1	TRUE
"hg20"	"L2"	16	2	TRUE
"hg20"	"L2"	17	1	TRUE
"hg20"	"L2"	17	2	TRUE
"hg20"	"L2"	17	3	TRUE
"hg20"	"L2"	17	4	TRUE
"hg20"	"L2"	18	1	TRUE
"hg20"	"L2"	18	2	TRUE
"hg20"	"L2"	18	3	TRUE
"hg20"	"L2"	19	1	TRUE
"hg20"	"L2"	19	2	TRUE
"hg20"	"L2"	19	3	TRUE
"hg20"	"L2"	19	4	TRUE
"hg20"	"L2"	20	1	TRUE
"hg20"	"L2"	20	2	TRUE
"hg20"	"L2"	20	3	TRUE
"hg20"	"L2"	20	4	TRUE
"hg20"	"L2"	21	1	TRUE
"hg20"	"L2"	21	2	TRUE
"hg20"	"L2"	21	3	TRUE
"hg20"	"L2"	21	4	TRUE
"hg20"	"L2"	21	5	TRUE
"hg20"	"L2"	22	1	TRUE
"hg20"	"L2"	22	2	TRUE
"hg20"	"L2"	22	3	TRUE
"hg20"	"L2"	23	1	TRUE
"hg20"	"L2"	23	2	TRUE
"hg20"	"L2"	23	3	TRUE
"hg20"	"L2"	24	1	TRUE
"hg20"	"L2"	24	2	TRUE
"hg20"	"L2"	24	3	TRUE
"hg20"	"L2"	25	1	TRUE
"hg20"	"L2"	25	2	TRUE
"hg20"	"L2"	25	3	TRUE
"hg20"	"L2"	25	4	TRUE
"hg20"	"L2"	25	5	TRUE
"hg21"	"L1"	1	1	FALSE
"hg21"	"L1"	2	1	FALSE
"hg21"	"L1"	2	2	FALSE
"hg21"	"L1"	3	1	FALSE
"hg21"	"L1"	4	1	FALSE
"hg21"	"L1"	4	2	FALSE
"hg21"	"L1"	4	3	FALSE
"hg21"	"L1"	5	1	FALSE
"hg21"	"L1"	5	2	FALSE
"hg21"	"L1"	6	1	FALSE
"hg21"	"L1"	6	2	FALSE
"hg21"	"L1"	7	1	FALSE
"hg21"	"L1"	8	1	FALSE
"hg21"	"L1"	8	2	FALSE
"hg21"	"L1"	9	1	FALSE
"hg21"	"L1"	9	2	FALSE
"hg21"	"L1"	9	3	FALSE
"hg21"	"L1"	10	1	FALSE
"hg21"	"L1"	10	2	FALSE
"hg21"	"L1"	10	3	FALSE
"hg21"	"L1"	11	1	FALSE
"hg21"	"L1"	12	1	FALSE
"hg21"	"L1"	13	1	FALSE
"hg21"	"L1"	13	2	FALSE
"hg21"	"L1"	13	3	FALSE
"hg21"	"L1"	13	4	FALSE
"hg21"	"L1"	14	1	FALSE
"hg21"	"L1"	14	2	FALSE
"hg21"	"L1"	14	3	FALSE
"hg21"	"L1"	14	4	FALSE
"hg21"	"L1"	14	5	FALSE
"hg21"	"L1"	15	1	FALSE
"hg21"	"L1"	15	2	FALSE
"hg21"	"L1"	15	3	FALSE
"hg21"	"L1"	15	4	FALSE
"hg21"	"L1"	15	5	FALSE
"hg21"	"L1"	16	1	FALSE
"hg21"	"L1"	16	2	FALSE
"hg21"	"L1"	16	3	FALSE
"hg21"	"L1"	17	1	FALSE
"hg21"	"L1"	17	2	FALSE
"hg21"	"L1"	18	1	FALSE
"hg21"	"L1"	19	1	FALSE
"hg21"	"L1"	19	2	FALSE
"hg21"	"L1"	19	3	FALSE
"hg21"	"L1"	20	1	FALSE
"hg21"	"L1"	20	2	FALSE
"hg21"	"L1"	20	3	FALSE
"hg21"	"L1"	20	4	FALSE
"hg21"	"L1"	21	1	FALSE
"hg21"	"L1"	21	2	FALSE
"hg21"	"L1"	21	3	FALSE
"hg21"	"L1"	22	1	FALSE
"hg21"	"L1"	22	2	FALSE
"hg21"	"L1"	22	3	FALSE
"hg21"	"L1"	22	4	FALSE
"hg21"	"L1"	22	5	FALSE
"hg21"	"L1"	23	1	FALSE
"hg21"	"L1"	24	1	FALSE
"hg21"	"L1"	24	2	FALSE
"hg21"	"L1"	24	3	FALSE
"hg21"	"L1"	25	1	FALSE
"hg21"	"L1"	25	2	FALSE
"hg21"	"L1"	25	3	FALSE
"hg21"	"L1"	25	4	FALSE
"hg21"	"L1"	25	5	FALSE
"hg21"	"L2"	1	1	TRUE
"hg21"	"L2"	1	2	TRUE
"hg21"	"L2"	2	1	TRUE
"hg21"	"L2"	2	2	TRUE
"hg21"	"L2"	3	1	TRUE
"hg21"	"L2"	3	2	TRUE
"hg21"	"L2"	3	3	TRUE
"hg21"	"L2"	3	4	TRUE
"hg21"	"L2"	3	5	TRUE
"hg21"	"L2"	4	1	TRUE
"hg21"	"L2"	4	2	TRUE
"hg21"	"L2"	4	3	TRUE
"hg21"	"L2"	5	1	TRUE
"hg21"	"L2"	5	2	TRUE
"hg21"	"L2"	5	3	TRUE
"hg21"	"L2"	6	1	TRUE
"hg21"	"L2"	6	2	TRUE
"hg21"	"L2"	6	3	TRUE
"hg21"	"L2"	7	1	TRUE
"hg21"	"L2"	8	1	TRUE
"hg21"	"L2"	9	1	TRUE
"hg21"	"L2"	9	2	TRUE
"hg21"	"L2"	9	3	TRUE
"hg21"	"L2"	10	1	TRUE
"hg21"	"L2"	10	2	TRUE
"hg21"	"L2"	10	3	TRUE
"hg21"	"L2"	10	4	TRUE
"hg21"	"L2"	10	5	TRUE
"hg21"	"L2"	11	1	TRUE
"hg21"	"L2"	11	2	TRUE
"hg21"	"L2"	11	3	TRUE
"hg21"	"L2"	11	4	TRUE
"hg21"	"L2"	12	1	TRUE
"hg21"	"L2"	12	2	TRUE
"hg21"	"L2"	12	3	TRUE
"hg21"	"L2"	12	4	TRUE
"hg21"	"L2"	12	5	TRUE
"hg21"	"L2"	13	1	TRUE
"hg21"	"L2"	13	2	TRUE
"hg21"	"L2"	13	3	TRUE
"hg21"	"L2"	13	4	TRUE
"hg21"	"L2"	14	1	TRUE
"hg21"	"L2"	14	2	TRUE
"hg21"	"L2"	14	3	TRUE
"hg21"	"L2"	15	1	TRUE
"hg21"	"L2"	15	2	TRUE
"hg21"	"L2"	15	3	TRUE
"hg21"	"L2"	15	4	TRUE
"hg21"	"L2"	15	5	TRUE
"hg21"	"L2"	16	1	TRUE
"hg21"	"L2"	16	2	TRUE
"hg21"	"L2"	17	1	TRUE
"hg21"	"L2"	17	2	TRUE
"hg21"	"L2"	17	3	TRUE
"hg21"	"L2"	17	4	TRUE
"hg21"	"L2"	18	1	TRUE
"hg21"	"L2"	18	2	TRUE
"hg21"	"L2"	19	1	TRUE
"hg21"	"L2"	19	2	TRUE
"hg21"	"L2"	19	3	TRUE
"hg21"	"L2"	19	4	TRUE
"hg21"	"L2"	19	5	TRUE
"hg21"	"L2"	20	1	TRUE
"hg21"	"L2"	20	2	TRUE
"hg21"	"L2"	20	3	TRUE
"hg21"	"L2"	20	4	TRUE
"hg21"	"L2"	21	1	TRUE
"hg21"	"L2"	21	2	TRUE
"hg21"	"L2"	21	3	TRUE
"hg21"	"L2"	21	4	TRUE
"hg21"	"L2"	21	5	TRUE
"hg21"	"L2"	22	1	TRUE
"hg21"	"L2"	22	2	TRUE
"hg21"	"L2"	23	1	TRUE
"hg21"	"L2"	24	1	TRUE
"hg21"	"L2"	24	2	TRUE
"hg21"	"L2"	24	3	TRUE
"hg21"	"L2"	24	4	TRUE
"hg21"	"L2"	25	1	TRUE
"hg22"	"L1"	1	1	FALSE
"hg22"	"L1"	1	2	FALSE
"hg22"	"L1"	1	3	FALSE
"hg22"	"L1"	1	4	FALSE
"hg22"	"L1"	2	1	FALSE
"hg22"	"L1"	2	2	FALSE
"hg22"	"L1"	2	3	FALSE
"hg22"	"L1"	2	4	FALSE
"hg22"	"L1"	2	5	FALSE
"hg22"	"L1"	3	1	FALSE
"hg22"	"L1"	3	2	FALSE
"hg22"	"L1"	3	3	FALSE
"hg22"	"L1"	3	4	FALSE
"hg22"	"L1"	4	1	FALSE
"hg22"	"L1"	4	2	FALSE
"hg22"	"L1"	5	1	FALSE
"hg22"	"L1"	5	2	FALSE
"hg22"	"L1"	6	1	FALSE
"hg22"	"L1"	6	2	FALSE
"hg22"	"L1"	6	3	FALSE
"hg22"	"L1"	6	4	FALSE
"hg22"	"L1"	6	5	FALSE
"hg22"	"L1"	7	1	FALSE
"hg22"	"L1"	7	2	FALSE
"hg22"	"L1"	7	3	FALSE
"hg22"	"L1"	7	4	FALSE
"hg22"	"L1"	7	5	FALSE
"hg22"	"L1"	8	1	FALSE
"hg22"	"L1"	9	1	FALSE
"hg22"	"L1"	9	2	FALSE
"hg22"	"L1"	10	1	FALSE
"hg22"	"L1"	10	2	FALSE
"hg22"	"L1"	10	3	FALSE
"hg22"	"L1"	10	4	FALSE
"hg22"	"L1"	10	5	FALSE
"hg22"	"L1"	11	1	FALSE
"hg22"	"L1"	11	2	FALSE
"hg22"	"L1"	11	3	FALSE
"hg22"	"L1"	11	4	FALSE
"hg22"	"L1"	11	5	FALSE
"hg22"	"L1"	12	1	FALSE
"hg22"	"L1"	12	2	FALSE
"hg22"	"L1"	12	3	FALSE
"hg22"	"L1"	13	1	FALSE
"hg22"	"L1"	13	2	FALSE
"hg22"	"L1"	13	3	FALSE
"hg22"	"L1"	13	4	FALSE
"hg22"	"L1"	14	1	FALSE
"hg22"	"L1"	14	2	FALSE
"hg22"	"L1"	14	3	FALSE
"hg22"	"L1"	15	1	FALSE
"hg22"	"L1"	15	2	FALSE
"hg22"	"L1"	15	3	FALSE
"hg22"	"L1"	15	4	FALSE
"hg22"	"L1"	16	1	FALSE
"hg22"	"L1"	16	2	FALSE
"hg22"	"L1"	16	3	FALSE
"hg22"	"L1"	16	4	FALSE
"hg22"	"L1"	17	1	FALSE
"hg22"	"L1"	17	2	FALSE
"hg22"	"L1"	17	3	FALSE
"hg22"	"L1"	17	4	FALSE
"hg22"	"L1"	17	5	FALSE
"hg22"	"L1"	18	1	FALSE
"hg22"	"L1"	19	1	FALSE
"hg22"	"L1"	19	2	FALSE
"hg22"	"L1"	19	3	FALSE
"hg22"	"L1"	20	1	FALSE
"hg22"	"L1"	20	2	FALSE
"hg22"	"L1"	21	1	FALSE
"hg22"	"L1"	21	2	FALSE
"hg22"	"L1"	21	3	FALSE
"hg22"	"L1"	21	4	FALSE
"hg22"	"L1"	22	1	FALSE
"hg22"	"L1"	22	2	FALSE
"hg22"	"L1"	22	3	FALSE
"hg22"	"L1"	22	4	FALSE
"hg22"	"L1"	23	1	FALSE
"hg22"	"L1"	23	2	FALSE
"hg22"	"L1"	24	1	FALSE
"hg22"	"L1"	24	2	FALSE
"hg22"	"L1"	24	3	FALSE
"hg22"	"L1"	24	4	FALSE
"hg22"	"L1"	25	1	FALSE
"hg22"	"L1"	25	2	FALSE
"hg22"	"L2"	1	1	TRUE
"hg22"	"L2"	2	1	TRUE
"hg22"	"L2"	2	2	TRUE
"hg22"	"L2"	3	1	TRUE
"hg22"	"L2"	3	2	TRUE
"hg22"	"L2"	4	1	TRUE
"hg22"	"L2"	4	2	TRUE
"hg22"	"L2"	4	3	TRUE
"hg22"	"L2"	4	4	TRUE
"hg22"	"L2"	5	1	TRUE
"hg22"	"L2"	6	1	TRUE
"hg22"	"L2"	6	2	TRUE
"hg22"	"L2"	6	3	TRUE
"hg22"	"L2"	6	4	TRUE
"hg22"	"L2"	6	5	TRUE
"hg22"	"L2"	7	1	TRUE
"hg22"	"L2"	8	1	TRUE
"hg22"	"L2"	8	2	TRUE
"hg22"	"L2"	8	3	TRUE
"hg22"	"L2"	8	4	TRUE
"hg22"	"L2"	9	1	TRUE
"hg22"	"L2"	9	2	TRUE
"hg22"	"L2"	10	1	TRUE
"hg22"	"L2"	10	2	TRUE
"hg22"	"L2"	10	3	TRUE
"hg22"	"L2"	10	4	TRUE
"hg22"	"L2"	10	5	TRUE
"hg22"	"L2"	11	1	TRUE
"hg22"	"L2"	11	2	TRUE
"hg22"	"L2"	11	3	TRUE
"hg22"	"L2"	11	4	TRUE
"hg22"	"L2"	12	1	TRUE
"hg22"	"L2"	12	2	TRUE
"hg22"	"L2"	13	1	TRUE
"hg22"	"L2"	13	2	TRUE
"hg22"	"L2"	13	3	TRUE
"hg22"	"L2"	14	1	TRUE
"hg22"	"L2"	14	2	TRUE
"hg22"	"L2"	15	1	TRUE
"hg22"	"L2"	16	1	TRUE
"hg22"	"L2"	16	2	TRUE
"hg22"	"L2"	16	3	TRUE
"hg22"	"L2"	16	4	TRUE
"hg22"	"L2"	16	5	TRUE
"hg22"	"L2"	17	1	TRUE
"hg22"	"L2"	17	2	TRUE
"hg22"	"L2"	17	3	TRUE
"hg22"	"L2"	17	4	TRUE
"hg22"	"L2"	18	1	TRUE
"hg22"	"L2"	18	2	TRUE
"hg22"	"L2"	19	1	TRUE
"hg22"	"L2"	19	2	TRUE
"hg22"	"L2"	19	3	TRUE
"hg22"	"L2"	19	4	TRUE
"hg22"	"L2"	19	5	TRUE
"hg22"	"L2"	20	1	TRUE
"hg22"	"L2"	20	2	TRUE
"hg22"	"L2"	20	3	TRUE
"hg22"	"L2"	21	1	TRUE
"hg22"	"L2"	21	2	TRUE
"hg22"	"L2"	22	1	TRUE
"hg22"	"L2"	22	2	TRUE
"hg22"	"L2"	22	3	TRUE
"hg22"	"L2"	22	4	TRUE
"hg22"	"L2"	22	5	TRUE
"hg22"	"L2"	23	1	TRUE
"hg22"	"L2"	24	1	TRUE
"hg22"	"L2"	24	2	TRUE
"hg22"	"L2"	25	1	TRUE
"hg22"	"L2"	25	2	TRUE
"hg22"	"L2"	25	3	TRUE
"hg22"	"L2"	25	4	TRUE
"hg23"	"L1"	1	1	FALSE
"hg23"	"L1"	1	2	FALSE
"hg23"	"L1"	1	3	FALSE
"hg23"	"L1"	2	1	FALSE
"hg23"	"L1"	2	2	FALSE
"hg23"	"L1"	2	3	FALSE
"hg23"	"L1"	2	4	FALSE
"hg23"	"L1"	2	5	FALSE
"hg23"	"L1"	3	1	FALSE
"hg23"	"L1"	3	2	FALSE
"hg23"	"L1"	4	1	FALSE
"hg23"	"L1"	4	2	FALSE
"hg23"	"L1"	5	1	FALSE
"hg23"	"L1"	5	2	FALSE
"hg23"	"L1"	6	1	FALSE
"hg23"	"L1"	6	2	FALSE
"hg23"	"L1"	6	3	FALSE
"hg23"	"L1"	6	4	FALSE
"hg23"	"L1"	7	1	FALSE
"hg23"	"L1"	8	1	FALSE
"hg23"	"L1"	8	2	FALSE
"hg23"	"L1"	8	3	FALSE
"hg23"	"L1"	9	1	FALSE
"hg23"	"L1"	9	2	FALSE
"hg23"	"L1"	9	3	FALSE
"hg23"	"L1"	9	4	FALSE
"hg23"	"L1"	10	1	FALSE
"hg23"	"L1"	11	1	FALSE
"hg23"	"L1"	12	1	FALSE
"hg23"	"L1"	12	2	FALSE
"hg23"	"L1"	12	3	FALSE
"hg23"	"L1"	13	1	FALSE
"hg23"	"L1"	13	2	FALSE
"hg23"	"L1"	13	3	FALSE
"hg23"	"L1"	13	4	FALSE
"hg23"	"L1"	13	5	FALSE
"hg23"	"L1"	14	1	FALSE
"hg23"	"L1"	14	2	FALSE
"hg23"	"L1"	14	3	FALSE
"hg23"	"L1"	14	4	FALSE
"hg23"	"L1"	15	1	FALSE
"hg23"	"L1"	15	2	FALSE
"hg23"	"L1"	15	3	FALSE
"hg23"	"L1"	15	4	FALSE
"hg23"	"L1"	16	1	FALSE
"hg23"	"L1"	16	2	FALSE
"hg23"	"L1"	17	1	FALSE
"hg23"	"L1"	17	2	FALSE
"hg23"	"L1"	18	1	FALSE
"hg23"	"L1"	18	2	FALSE
"hg23"	"L1"	18	3	FALSE
"hg23"	"L1"	18	4	FALSE
"hg23"	"L1"	18	5	FALSE
"hg23"	"L1"	19	1	FALSE
"hg23"	"L1"	19	2	FALSE
"hg23"	"L1"	19	3	FALSE
"hg23"	"L1"	20	1	FALSE
"hg23"	"L1"	21	1	FALSE
"hg23"	"L1"	21	2	FALSE
"hg23"	"L1"	21	3	FALSE
"hg23"	"L1"	22	1	FALSE
"hg23"	"L1"	22	2	FALSE
"hg23"	"L1"	22	3	FALSE
"hg23"	"L1"	23	1	FALSE
"hg23"	"L1"	23	2	FALSE
"hg23"	"L1"	24	1	FALSE
"hg23"	"L1"	24	2	FALSE
"hg23"	"L1"	24	3	FALSE
"hg23"	"L1"	25	1	FALSE
"hg23"	"L1"	25	2	FALSE
"hg23"	"L1"	25	3	FALSE
"hg23"	"L1"	25	4	FALSE
"hg23"	"L2"	1	1	TRUE
"hg23"	"L2"	2	1	TRUE
"hg23"	"L2"	2	2	TRUE
"hg23"	"L2"	2	3	TRUE
"hg23"	"L2"	2	4	TRUE
"hg23"	"L2"	3	1	TRUE
"hg23"	"L2"	3	2	TRUE
